Timestamp,CPU_Load,Freq0_MHz,Freq7_MHz,RAM_Used_MB,Temp_C,Battery_Perc,Voltage_mV
22:02:10,9,2208,2208,3424,33,100,4132
22:02:11,9,2208,2208,3448,33,100,4132
22:02:12,9,2208,2208,3423,33,100,4132
22:02:14,9,2208,1689,3438,33,100,4132
22:02:15,9,2208,2208,3437,34,100,4132
22:02:16,9,1401,1401,3438,34,100,4132
22:02:17,9,1401,2208,3437,34,100,4249
22:02:19,9,2208,2208,3438,34,100,4249
22:02:20,9,2208,2208,3442,33,100,4249
22:02:21,9,1401,1804,3446,34,100,4249
22:02:22,9,2208,2208,3456,34,100,4249
22:02:24,9,2208,2208,3453,34,100,4249
22:02:25,9,1401,1401,3453,34,100,4249
22:02:26,9,1401,1401,3453,34,100,4249
22:02:27,9,2208,2208,3461,34,100,4185
22:02:29,9,2208,2208,3447,34,100,4185
22:02:30,9,2208,2208,3376,34,100,4185
22:02:31,9,1401,1401,3366,35,100,4185
22:02:33,9,2208,1804,3366,35,100,4185
22:02:34,9,1401,1689,3369,35,100,4185
22:02:35,9,2208,2208,3490,35,100,4185
22:02:37,9,2208,2208,3488,36,100,4185
22:02:38,9,2208,2208,3492,36,100,4185
22:02:40,9,2208,2208,3488,37,100,4185
22:02:41,9,2208,2208,3487,37,100,4185
22:02:42,9,2208,2208,3485,38,100,4185
22:02:43,9,2208,2208,3486,38,100,4185
22:02:45,9,2208,2208,3485,38,100,4185
22:02:46,9,2208,2208,3480,38,100,4185
22:02:47,9,2208,2208,3477,38,100,4185
22:02:48,9,2208,2208,3484,37,100,4185
22:02:50,9,2208,2208,3482,37,100,4185
22:02:51,9,2208,2208,3473,37,100,4185
22:02:52,9,2208,2208,3455,37,100,4185
22:02:54,9,2208,2208,3454,37,100,4185
22:02:55,9,2208,2208,3458,37,100,4185
22:02:56,9,2208,2208,3464,37,100,4185
22:02:57,9,1958,1958,3457,37,100,4101
22:02:59,9,2208,2208,3449,37,100,4101
22:03:00,9,2208,2208,3444,37,100,4101
22:03:01,9,2208,2208,3463,37,100,4101
22:03:02,9,2208,2208,3400,37,100,4101
22:03:04,9,2208,2208,3391,37,100,4101
22:03:05,9,2208,2208,3390,37,100,4101
22:03:06,9,2208,2208,3424,37,100,4101
22:03:08,9,2208,1689,3425,37,100,4249
22:03:09,9,2208,2208,3433,37,100,4249
22:03:10,9,2208,2208,3435,37,100,4249
22:03:11,9,1401,1401,3434,37,100,4249
22:03:13,9,2208,2208,3433,37,100,4249
22:03:14,9,2208,2208,3432,37,100,4249
22:03:15,9,2208,2208,3433,37,100,4249
22:03:16,9,1401,1401,3433,37,100,4249
22:03:18,9,1401,1401,3434,36,100,4247
22:03:19,9,2208,2208,3428,36,100,4247
22:03:20,9,1689,1401,3446,36,100,4247
22:03:21,9,2208,2208,3476,37,100,4247
22:03:23,9,2208,2208,3482,37,100,4247
22:03:24,9,2208,2208,3486,37,100,4247
22:03:25,9,2208,2208,3505,38,100,4247
22:03:27,10,1689,1689,3487,38,100,4247
22:03:28,10,2208,2208,3486,38,100,4146
22:03:29,10,2208,2208,3428,38,100,4146
22:03:31,10,2208,1689,3452,38,100,4146
22:03:32,10,2208,2208,3486,38,100,4146
22:03:33,10,2208,2208,3460,39,100,4146
22:03:34,10,2208,2208,3469,39,100,4146
22:03:36,10,1401,1401,3470,39,100,4146
22:03:37,10,1401,1401,3465,39,100,4146
22:03:38,10,2208,2208,3444,38,100,4227
22:03:39,10,2208,2208,3454,38,100,4227
22:03:41,10,2208,2208,3471,38,100,4227
22:03:42,10,2208,2208,3473,38,100,4227
22:03:43,10,2208,2208,3457,38,100,4227
22:03:44,10,2208,2208,3458,38,100,4227
22:03:46,10,2208,2208,3448,38,100,4227
22:03:47,10,2208,2208,3457,39,100,4227
22:03:48,10,2208,1689,3458,39,100,4184
22:03:49,10,2208,2208,3461,38,100,4184
22:03:51,10,2208,2208,3486,39,100,4184
22:03:52,10,2208,2208,3487,39,100,4184
22:03:53,10,2208,2208,3478,39,100,4184
22:03:55,10,2208,2208,3475,39,100,4184
22:03:56,10,2208,2208,3467,40,100,4184
22:03:57,10,2208,2208,3461,40,100,3982
22:03:58,10,1401,1401,3468,40,100,3982
22:04:00,10,1401,1689,3470,40,100,3982
22:04:01,10,2208,2208,3472,40,100,3982
22:04:02,10,2208,2208,3469,39,100,3982
22:04:03,10,2208,2208,3475,39,100,3982
22:04:05,10,2208,2208,3481,39,100,3982
22:04:06,10,2208,2208,3484,39,100,3982
22:04:07,10,2208,2208,3483,39,100,4255
22:04:09,10,2208,2208,3480,39,100,4255
22:04:10,10,2208,2208,3481,38,100,4255
22:04:11,10,2208,2208,3480,38,100,4255
22:04:12,10,2208,2208,3484,38,100,4255
22:04:14,10,2208,2208,3474,38,100,4255
22:04:15,10,2208,2208,3452,38,100,4255
22:04:16,10,2208,2208,3470,38,100,4255
22:04:17,10,2208,2208,3481,38,100,4163
22:04:19,10,2208,2208,3457,38,100,4163
22:04:20,10,2208,2208,3460,38,100,4163
22:04:21,10,1401,1401,3452,38,100,4163
22:04:22,10,2208,2208,3453,38,100,4163
22:04:24,10,1401,2208,3452,38,100,4163
22:04:25,10,1401,1401,3452,38,100,4163
22:04:26,10,1401,1804,3452,38,100,4163
22:04:27,10,2208,2208,3452,38,100,4187
22:04:29,10,2016,2208,3453,38,100,4187
22:04:30,10,2208,2208,3440,38,100,4187
22:04:31,10,2208,2208,3441,38,100,4187
22:04:32,10,1401,1401,3436,38,100,4187
22:04:34,10,2208,2208,3434,38,100,4187
22:04:35,10,2208,2208,3435,38,100,4187
22:04:36,10,2208,2208,3441,38,100,4187
22:04:38,10,2208,2208,3488,38,100,4241
22:04:39,10,2208,2208,3487,38,100,4241
22:04:40,10,2208,1958,3484,38,100,4241
22:04:41,10,2208,2208,3468,39,100,4241
22:04:43,10,1689,2208,3472,39,100,4241
22:04:44,10,2208,2208,3472,39,100,4241
22:04:45,10,2208,2208,3409,39,100,4241
22:04:46,10,2208,2208,3400,39,100,4241
22:04:48,10,2208,2208,3399,39,100,4256
22:04:49,10,2208,2208,3401,39,100,4256
22:04:50,10,2208,2208,3402,39,100,4256
22:04:52,10,2208,2208,3403,38,100,4256
22:04:53,10,2208,2208,3404,38,100,4256
22:04:54,10,2208,2208,3407,38,100,4256
22:04:55,10,2150,2150,3407,38,100,4256
22:04:57,10,2208,2208,3404,38,100,4256
22:04:58,10,2208,2208,3407,38,100,4255
22:04:59,10,2208,2208,3412,37,100,4255
22:05:00,10,2150,2150,3413,37,100,4255
22:05:02,10,2150,2150,3413,37,100,4255
22:05:03,10,2150,2150,3415,37,100,4255
22:05:04,10,2208,2208,3424,37,100,4255
22:05:05,10,2208,2208,3418,37,100,4255
22:05:07,10,2208,2208,3418,37,100,4255
22:05:08,10,2208,2208,3418,37,100,4254
22:05:09,10,2208,2208,3418,37,100,4254
22:05:10,10,2208,2016,3419,37,100,4254
22:05:12,10,1401,1401,3420,37,100,4254
22:05:13,10,2208,2208,3421,37,100,4254
22:05:14,10,2208,2208,3425,38,100,4254
22:05:16,10,2208,2208,3425,38,100,4254
22:05:17,10,2208,2208,3426,38,100,4254
22:05:18,10,2208,2208,3426,38,100,4253
22:05:19,10,2208,2208,3429,38,100,4253
22:05:21,10,2208,1401,3434,38,100,4253
22:05:22,10,2208,2208,3445,38,100,4253
22:05:23,10,2208,2208,3447,38,100,4253
22:05:24,10,2208,2016,3451,38,100,4253
22:05:26,10,2208,2208,3451,38,100,4253
22:05:27,10,2208,2208,3451,38,100,4253
22:05:28,10,2208,2208,3453,38,100,4252
22:05:30,10,2208,2208,3456,38,100,4252
22:05:31,10,2208,1958,3460,38,100,4252
22:05:32,10,2208,2208,3459,38,100,4252
22:05:33,10,2208,2208,3459,38,100,4252
22:05:35,10,2208,2208,3462,38,100,4252
22:05:36,10,2208,2208,3465,38,100,4252
22:05:37,10,2208,2208,3477,38,100,4252
22:05:38,10,2208,2208,3451,38,100,4252
22:05:40,10,2208,2208,3450,38,100,4252
22:05:41,10,2208,2208,3450,38,100,4252
22:05:42,10,2208,2208,3470,38,100,4252
22:05:44,10,1958,1958,3472,38,100,4252
22:05:45,10,2208,1401,3474,38,100,4252
22:05:46,10,1401,1401,3474,38,100,4252
22:05:47,10,2208,2208,3478,38,100,4252
22:05:49,10,1401,2208,3479,38,100,4247
22:05:50,10,2208,2208,3480,38,100,4247
22:05:51,10,2208,2208,3484,38,100,4247
22:05:52,10,1401,2208,3479,38,100,4247
22:05:54,10,2208,2208,3470,38,100,4247
22:05:55,10,1401,1401,3471,38,100,4247
22:05:56,10,2208,2208,3475,38,100,4247
22:05:57,10,1401,1401,3480,38,100,4247
22:05:59,10,1401,1401,3482,38,100,4235
22:06:00,10,1804,1804,3486,38,100,4235
22:06:01,10,2208,2208,3485,38,100,4235
22:06:03,10,2208,2208,3485,38,100,4235
22:06:04,10,1401,1401,3471,38,100,4235
22:06:05,10,2208,2208,3474,38,100,4235
22:06:06,10,2208,2208,3475,38,100,4235
22:06:08,10,2208,2208,3479,38,100,4235
22:06:09,10,1401,1401,3484,38,100,4235
22:06:10,10,2208,2208,3485,38,100,4235
22:06:12,10,1804,1689,3488,38,100,4235
22:06:13,10,2208,2208,3486,38,100,4235
22:06:14,10,1401,2208,3485,38,100,4235
22:06:15,10,2208,2208,3486,38,100,4235
22:06:17,10,2208,2208,3487,38,100,4235
22:06:18,10,2208,2208,3486,38,100,4235
22:06:19,10,2208,2208,3485,38,100,4235
22:06:20,10,2208,2208,3486,38,100,4235
22:06:22,10,2208,2208,3443,38,100,4235
22:06:23,10,2208,2208,3446,38,100,4235
22:06:24,10,2150,2150,3445,38,100,4235
22:06:25,10,2208,2208,3459,38,100,4235
22:06:27,10,2208,2208,3457,38,100,4235
22:06:28,10,2208,2208,3457,38,100,4235
22:06:29,10,2208,2208,3464,38,100,4132
22:06:31,10,2208,2208,3470,38,100,4132
22:06:32,10,2208,2208,3485,38,100,4132
22:06:33,10,2208,2208,3484,38,100,4132
22:06:34,10,2208,2208,3485,38,100,4132
22:06:36,10,2208,2208,3482,38,100,4132
22:06:37,10,2208,2208,3481,38,100,4132
22:06:38,10,2208,2208,3486,39,100,4099
22:06:39,10,1689,1689,3486,39,100,4099
22:06:41,10,1689,2208,3485,39,100,4099
22:06:42,10,2208,2208,3484,39,100,4099
22:06:43,10,2208,2208,3480,39,100,4099
22:06:44,10,2208,2208,3486,39,100,4099
22:06:46,10,2208,1689,3482,39,100,4099
22:06:47,10,2208,2208,3478,39,100,4099
22:06:48,10,2208,2208,3466,39,100,4166
22:06:50,10,2208,2208,3456,39,100,4166
22:06:51,10,2208,2208,3453,40,100,4166
22:06:52,10,2208,2208,3457,40,100,4166
22:06:53,10,2208,2208,3460,40,100,4166
22:06:55,10,2208,2208,3459,40,100,4166
22:06:56,10,2208,2208,3461,40,100,4166
22:06:57,10,2208,2208,3462,40,100,4166
22:06:58,10,2208,2208,3462,40,100,4181
22:07:00,10,2208,2208,3466,40,100,4181
22:07:01,10,2208,2208,3473,40,100,4181
22:07:02,10,2208,2208,3486,40,100,4181
22:07:04,10,2208,2208,3480,40,100,4181
22:07:05,10,2208,2208,3488,40,100,4181
22:07:06,10,2208,2208,3456,40,100,4181
22:07:07,10,2208,2208,3459,40,100,4181
22:07:09,10,2208,2208,3471,40,100,4206
22:07:10,10,2208,1689,3471,40,100,4206
22:07:11,10,2208,2208,3467,40,100,4206
22:07:12,10,2208,2208,3468,40,100,4206
22:07:14,10,2208,2208,3469,40,100,4206
22:07:15,10,2208,2208,3470,40,100,4206
22:07:16,10,2208,2208,3472,40,100,4206
22:07:18,10,2208,2208,3471,40,100,4206
22:07:19,10,2208,2208,3468,40,100,4249
22:07:20,10,2208,2208,3468,40,100,4249
22:07:21,10,2208,2208,3468,40,100,4249
22:07:23,10,2208,2208,3465,40,100,4249
22:07:24,10,2208,2208,3468,40,100,4249
22:07:25,10,2208,2208,3466,40,100,4249
22:07:26,10,2208,2150,3462,40,100,4249
22:07:28,10,2208,2208,3467,40,100,4249
22:07:29,10,2208,2208,3465,40,100,4225
22:07:30,10,2208,2208,3464,40,100,4225
22:07:31,10,2208,2208,3464,40,100,4225
22:07:33,10,2208,2208,3462,40,100,4225
22:07:34,10,2208,2208,3458,40,100,4225
22:07:35,10,2208,2208,3481,40,100,4225
22:07:36,10,2208,2208,3485,40,100,4225
22:07:38,10,2208,2208,3453,40,100,4225
22:07:39,10,2208,2208,3456,40,100,4172
22:07:40,10,2208,2208,3454,40,100,4172
22:07:42,10,2208,2208,3457,40,100,4172
22:07:43,10,2208,2208,3456,40,100,4172
22:07:44,10,2208,2208,3452,40,100,4172
22:07:45,10,2208,2208,3452,40,100,4172
22:07:47,10,2208,2208,3452,40,100,4172
22:07:48,10,2208,2208,3452,40,100,4172
22:07:49,10,1804,2208,3452,40,100,4244
22:07:50,10,2208,2208,3453,40,100,4244
22:07:52,10,2208,2208,3453,40,100,4244
22:07:53,10,2208,2208,3456,40,100,4244
22:07:54,10,2208,2208,3456,40,100,4244
22:07:56,10,2208,2208,3456,40,100,4244
22:07:57,10,2208,2208,3456,40,100,4244
22:07:58,10,2208,2208,3470,40,100,4244
22:07:59,10,2208,2208,3475,41,100,4171
22:08:01,10,2208,2208,3476,41,100,4171
22:08:02,10,2208,2208,3476,41,100,4171
22:08:03,10,2208,2208,3475,41,100,4171
22:08:04,10,2208,2208,3477,41,100,4171
22:08:06,10,2208,2208,3478,41,100,4171
22:08:07,10,2208,2208,3474,41,100,4171
22:08:08,10,2208,2208,3479,41,100,4171
22:08:09,10,2208,2208,3477,41,100,4216
22:08:11,10,2208,2208,3479,41,100,4216
22:08:12,10,2208,2208,3481,41,100,4216
22:08:13,10,2208,2208,3482,41,100,4216
22:08:15,10,2208,2208,3481,41,100,4216
22:08:16,10,2208,2208,3481,41,100,4216
22:08:17,10,2208,2208,3484,41,100,4216
22:08:18,10,2208,2208,3483,41,100,4216
22:08:20,10,2208,2208,3483,41,100,4253
22:08:21,10,2208,2208,3484,41,100,4253
22:08:22,10,2208,2208,3483,41,100,4253
22:08:23,10,2208,2208,3485,41,100,4253
22:08:25,10,2208,2208,3487,41,100,4253
22:08:26,10,2208,2208,3485,41,100,4253
22:08:27,10,2208,2208,3483,40,100,4253
22:08:28,10,2208,2208,3483,40,100,4253
22:08:30,10,2208,2208,3483,40,100,4254
22:08:31,10,2208,2208,3483,40,100,4254
22:08:32,10,1401,1401,3483,40,100,4254
22:08:34,10,2208,2208,3484,40,100,4254
22:08:35,10,2208,2150,3477,40,100,4254
22:08:36,10,2150,2150,3473,40,100,4254
22:08:37,10,2208,2208,3468,40,100,4254
22:08:39,10,2208,2208,3466,40,100,4254
22:08:40,10,2150,2150,3471,40,100,4143
22:08:41,10,2208,2208,3474,40,100,4143
22:08:42,10,2208,2208,3475,40,100,4143
22:08:44,10,2208,2208,3472,40,100,4143
22:08:45,10,2208,2208,3472,40,100,4143
22:08:46,10,1804,2208,3479,40,100,4143
22:08:47,10,2208,2208,3473,40,100,4143
22:08:49,10,2208,2208,3473,40,100,4143
22:08:50,10,2150,2150,3476,40,100,4188
22:08:51,10,2208,2208,3473,40,100,4188
22:08:52,10,2208,2208,3474,40,100,4188
22:08:54,10,2208,2208,3475,40,100,4188
22:08:55,10,2208,2208,3475,40,100,4188
22:08:56,10,2208,2208,3474,40,100,4188
22:08:58,10,2208,2208,3477,40,100,4188
22:08:59,10,2208,2208,3478,40,100,4188
22:09:00,10,2208,2208,3478,40,100,4253
22:09:01,10,2208,2208,3477,40,100,4253
22:09:03,10,2208,2208,3477,40,100,4253
22:09:04,10,2208,2208,3477,40,100,4253
22:09:05,10,2208,2208,3476,39,100,4253
22:09:06,10,2208,2208,3478,39,100,4253
22:09:08,10,2208,2208,3476,39,100,4253
22:09:09,10,2208,1401,3477,39,100,4253
22:09:10,10,2208,2208,3477,39,100,4254
22:09:11,10,2208,2208,3477,39,100,4254
22:09:13,10,2208,2208,3477,39,100,4254
22:09:14,10,2208,2208,3478,39,100,4254
22:09:15,10,2208,2208,3477,39,100,4254
22:09:17,10,2208,2208,3378,39,100,4254
22:09:18,10,2208,2208,3438,39,100,4254
22:09:19,10,2208,2208,3426,40,100,4259
22:09:21,10,1958,1958,3426,40,100,4259
22:09:22,10,2208,2208,3425,40,100,4259
22:09:23,10,2208,2208,3396,40,100,4259
22:09:25,10,2208,2208,3402,40,100,4259
22:09:26,10,2208,2208,3443,40,100,4259
22:09:27,10,2208,2208,3449,40,100,4259
22:09:29,10,2208,2208,3454,41,100,4259
22:09:30,10,2208,2208,3481,41,100,3957
22:09:31,10,2208,2208,3472,42,100,3957
22:09:33,10,2208,2208,3478,42,100,3957
22:09:34,10,2208,2208,3482,42,100,3957
22:09:36,10,2208,2208,3433,43,100,3957
22:09:37,10,2208,2208,3445,43,100,3957
22:09:38,10,2208,2208,3480,43,100,3957
22:09:40,10,2208,2208,3474,44,100,4000
22:09:41,10,2208,2208,3459,44,100,4000
22:09:43,10,2208,2208,3460,44,100,4000
22:09:44,10,2208,2208,3467,44,100,4000
22:09:45,10,2208,2208,3461,44,100,4000
22:09:47,10,2208,2208,3431,44,100,4000
22:09:48,10,2208,2208,3441,44,100,4000
22:09:50,10,2208,2208,3464,45,100,3962
22:09:51,10,2208,2208,3448,45,100,3962
22:09:52,10,2208,2208,3466,45,100,3962
22:09:54,11,2208,2208,3453,45,100,3962
22:09:55,11,2208,2208,3434,45,100,3962
22:09:57,11,2208,2208,3465,45,100,3962
22:09:59,11,2208,2208,3445,46,100,3962
22:10:00,11,2208,2208,3445,46,100,3850
22:10:01,11,2208,2208,3472,46,100,3850
22:10:03,11,2208,2208,3446,46,100,3850
22:10:04,11,2208,2208,3440,47,100,3850
22:10:05,11,2208,2208,3447,47,100,3850
22:10:07,11,2208,2208,3479,47,100,3850
22:10:08,11,2208,2208,3453,47,100,3850
22:10:10,11,2208,2208,3432,47,100,3758
22:10:11,11,2208,2208,3451,47,100,3758
22:10:12,11,2208,2208,3403,47,100,3758
22:10:14,11,2208,2208,3398,47,100,3758
22:10:15,11,2208,2208,3419,47,100,3758
22:10:16,11,2208,2208,3404,47,100,3758
22:10:18,11,2208,2208,3429,47,100,3758
22:10:19,11,2208,2208,3409,47,100,3758
22:10:21,11,2208,2208,3420,47,100,3999
22:10:22,11,2208,2208,3418,47,100,3999
22:10:23,11,2208,2208,3408,47,100,3999
22:10:25,11,2208,2208,3430,47,100,3999
22:10:26,11,2208,2208,3425,47,100,3999
22:10:28,11,2208,2208,3397,47,100,3999
22:10:29,11,2208,2208,3437,47,100,3999
22:10:30,11,2208,2208,3430,47,100,3919
22:10:32,11,2208,2208,3399,48,100,3919
22:10:33,11,2208,2208,3392,48,100,3919
22:10:35,11,2208,2208,3427,48,100,3919
22:10:36,11,2208,2208,3412,48,100,3919
22:10:37,11,2208,2208,3412,48,100,3919
22:10:39,11,2208,2208,3412,48,100,3919
22:10:40,11,2208,2208,3424,48,100,3779
22:10:41,11,2208,2208,3421,48,100,3779
22:10:43,11,2208,2208,3421,48,100,3779
22:10:44,11,2208,2208,3476,48,100,3779
22:10:46,11,2208,2208,3416,48,100,3779
22:10:47,11,2208,2208,3415,48,100,3779
22:10:48,11,2208,2208,3413,48,100,3779
22:10:50,11,2208,2208,3456,48,100,3779
22:10:51,11,2208,2208,3441,48,100,3653
22:10:53,11,2208,2208,3470,48,100,3653
22:10:54,11,2208,2208,3421,48,100,3653
22:10:55,11,2208,2208,3428,48,100,3653
22:10:57,11,2208,2208,3422,48,100,3653
22:10:58,11,2208,2208,3439,48,100,3653
22:10:59,11,2208,2208,3430,48,100,3653
22:11:00,11,2150,2150,3414,48,100,3983
22:11:02,11,2208,2208,3413,48,100,3983
22:11:03,11,2208,2208,3416,48,100,3983
22:11:04,11,2208,2208,3430,48,100,3983
22:11:06,11,2208,2208,3413,48,100,3983
22:11:07,11,2208,2208,3420,48,100,3983
22:11:08,11,2208,2208,3419,48,100,3983
22:11:10,11,2208,2208,3428,48,100,3983
22:11:11,11,2208,2208,3439,48,100,4065
22:11:12,11,2208,2208,3440,48,100,4065
22:11:14,11,2208,2208,3459,48,100,4065
22:11:15,11,2208,2208,3447,48,100,4065
22:11:16,11,2208,2208,3464,48,100,4065
22:11:18,11,2208,2208,3461,48,100,4065
22:11:19,11,2208,2208,3429,48,100,4065
22:11:21,11,2208,2208,3407,48,100,4022
22:11:22,11,2208,2208,3408,48,100,4022
22:11:23,11,2208,2208,3434,48,100,4022
22:11:25,11,2208,2208,3481,48,100,4022
22:11:26,11,2208,2208,3463,48,100,4022
22:11:27,11,2208,2208,3445,48,100,4022
22:11:29,11,2208,2208,3449,48,100,4022
22:11:30,11,2208,2208,3442,48,100,4026
22:11:32,11,2208,2208,3447,49,100,4026
22:11:33,11,2208,2208,3476,49,100,4026
22:11:34,11,2208,2208,3441,49,100,4026
22:11:36,11,2208,2208,3459,49,100,4026
22:11:37,11,2208,2208,3433,49,100,4026
22:11:38,11,2208,2208,3435,49,100,4026
22:11:40,11,2208,2208,3429,49,100,4026
22:11:41,11,2208,2208,3449,49,100,4039
22:11:42,11,2208,2208,3424,49,100,4039
22:11:44,11,2208,2208,3415,49,100,4039
22:11:45,11,2208,2208,3445,49,100,4039
22:11:46,11,2208,2208,3452,49,100,4039
22:11:48,12,2208,2208,3451,49,100,4039
22:11:49,12,2208,1958,3449,49,100,4039
22:11:51,12,2208,2208,3450,49,100,4076
22:11:52,12,2208,2208,3452,49,100,4076
22:11:53,12,2208,2208,3477,49,100,4076
22:11:55,12,2208,2208,3468,49,100,4076
22:11:56,12,2208,2208,3453,49,100,4076
22:11:57,12,2208,2208,3446,49,100,4076
22:11:59,12,2208,1958,3445,49,100,4076
22:12:00,12,2208,2208,3474,49,100,4076
22:12:01,12,2208,2208,3459,49,100,3989
22:12:03,12,2208,2208,3464,49,100,3989
22:12:04,12,2208,2208,3464,49,100,3989
22:12:05,12,2208,2208,3446,49,100,3989
22:12:07,12,2208,2208,3456,49,100,3989
22:12:08,12,2208,2208,3484,49,100,3989
22:12:09,12,2208,2208,3464,49,100,3989
22:12:11,12,2208,2208,3476,48,100,4028
22:12:12,12,2208,2208,3483,48,100,4028
22:12:13,12,2208,2208,3479,48,100,4028
22:12:15,12,2208,2208,3464,49,100,4028
22:12:16,12,2208,2208,3463,49,100,4028
22:12:18,12,2208,2208,3472,49,100,4028
22:12:19,12,2208,2208,3455,49,100,4028
22:12:20,12,2208,2208,3464,49,100,4028
22:12:21,12,2208,2208,3455,49,100,4137
22:12:23,12,2208,2208,3445,49,100,4137
22:12:24,12,2208,2208,3451,49,100,4137
22:12:25,12,2208,2208,3463,49,100,4137
22:12:27,12,2208,2208,3465,49,100,4137
22:12:28,12,2208,2208,3479,49,100,4137
22:12:29,12,2208,2208,3485,49,100,4137
22:12:31,12,2208,2208,3420,49,100,3953
22:12:32,12,2208,2208,3425,49,100,3953
22:12:34,12,2208,2208,3411,49,100,3953
22:12:35,12,2208,2208,3420,49,100,3953
22:12:36,12,2208,2208,3435,49,100,3953
22:12:38,12,2208,2208,3453,49,100,3953
22:12:39,12,2208,2208,3451,49,100,3953
22:12:40,12,2208,2208,3428,49,100,3953
22:12:41,12,2208,2208,3453,49,100,3895
22:12:43,12,2208,2208,3468,49,100,3895
22:12:44,12,2208,2208,3444,49,100,3895
22:12:45,12,2208,2208,3445,50,100,3895
22:12:47,12,2208,2208,3422,50,100,3895
22:12:48,12,2208,2208,3433,50,100,3895
22:12:50,12,2208,2208,3446,50,100,3895
22:12:51,12,2208,2208,3429,50,100,3889
22:12:52,12,2208,2208,3441,50,100,3889
22:12:54,12,2208,2208,3453,50,100,3889
22:12:55,12,2208,2208,3412,50,100,3889
22:12:56,12,2208,2208,3435,50,100,3889
22:12:58,12,2208,2208,3444,50,100,3889
22:12:59,12,2208,2208,3425,50,100,3889
22:13:00,12,2208,2208,3458,50,100,3889
22:13:02,12,2208,2208,3456,50,100,3965
22:13:03,12,2208,2208,3457,50,100,3965
22:13:04,12,2208,2208,3447,50,100,3965
22:13:06,12,2208,2208,3473,50,100,3965
22:13:07,12,2208,2208,3481,50,100,3965
22:13:08,12,2208,2208,3472,50,100,3965
22:13:10,12,2208,2208,3442,50,100,3965
22:13:11,12,2208,2208,3448,50,100,3895
22:13:12,12,2208,2208,3474,50,100,3895
22:13:14,12,2208,2208,3482,50,100,3895
22:13:15,12,2208,2208,3431,50,100,3895
22:13:16,12,2208,2208,3416,50,100,3895
22:13:17,12,2016,2016,3398,49,100,3895
22:13:19,12,2208,2208,3408,49,100,3895
22:13:20,12,2208,2208,3415,49,100,3895
22:13:21,12,2208,2208,3222,48,100,4159
22:13:22,12,2208,2208,3150,48,100,4159
22:13:24,12,2150,2150,3112,48,100,4159
22:13:25,12,2208,2208,3112,48,100,4159
22:13:26,12,2208,2208,3113,47,100,4159
22:13:27,12,2208,2208,3114,47,100,4159
22:13:29,12,2208,2208,3120,47,100,4159
22:13:30,12,2150,2150,3121,46,100,4159
22:13:31,12,1401,1401,3122,46,100,4252
22:13:32,12,2208,2208,3141,46,100,4252
22:13:34,12,2208,2208,3142,46,100,4252
22:13:35,12,2208,2208,3142,46,100,4252
